"Name" "Date" "Latitude" "Longitude" "Date_Sampling" "Ice_Op" "Ice_Cl" "Ice_Dur" "Ice" "Temperature_MODIS (8D)" "PAR (8D)" "Euphotic layer (8D)" "KD490_Morel (8D)" "KD490_Lee (8D)" "Chlorophyll (8D)" "POC (8D)" "PIC (8D)" "PP (1D)" "BBP (8D)" "CDM (8D)" "TSM (8D)" "Northward_wind (v,1D)" "Eastward_wind (u,1D)" "Surface_downward_northward_stress (v,1D)" "Surface_downward_eastward_stress (u,1D)"
"TARA_079b" "2010-01-01" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "-8.0025" "-3.7225" "-0.1215" "-0.05435"
"TARA_079b" "2010-01-02" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "-1.1025" "1.19" "-0.009925" "0.01145"
"TARA_079b" "2010-01-03" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "-2.6525" "-1.0075" "-0.0129" "-0.0077"
"TARA_079b" "2010-01-04" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "-4.045" "-3.5325" "-0.03175" "-0.02755"
"TARA_079b" "2010-01-05" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "1.395" "3.1875" "0.00755" "0.0147"
"TARA_079b" "2010-01-06" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "10.065" "-0.095" "0.218875" "0.00465"
"TARA_079b" "2010-01-07" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "1.3775" "-0.14" "0.02965" "9e-04"
"TARA_079b" "2010-01-08" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.765807375" "57.4841556549072" "25.1293697357178" "0.152394898235798" "0.195873744785786" "2.23733854293823" "283.229232788086" "0.000777766574174166" NA "0.00392312742769718" "0.143279656767845" "0.594599992036819" "-5.21" "-2.19" "-0.064975" "-0.0212"
"TARA_079b" "2010-01-09" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "-4.485" "-3.705" "-0.047425" "-0.0362"
"TARA_079b" "2010-01-10" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "-1.34333333333333" "-1.3625" "-0.01805" "-0.0156"
"TARA_079b" "2010-01-11" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "1.55" "-5.5" "0.0163" "-0.0605"
"TARA_079b" "2010-01-12" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "-5.055" "0.495" "-0.136175" "0.00135"
"TARA_079b" "2010-01-13" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "-3.4675" "5.2" "-0.1312" "0.1912"
"TARA_079b" "2010-01-14" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "3.515" "5.4625" "0.04035" "0.0706"
"TARA_079b" "2010-01-15" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "-5.44" "1.4375" "-0.0679" "0.01655"
"TARA_079b" "2010-01-16" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "22.807572625" "59.426721572876" "21.3269596099854" "0.193858675658703" "0.276783719658852" "3.52314114570618" "689.694793701172" "0.00110407767351717" NA "0.00438475329428911" "0.196840465068817" "0.46555270254612" "-6.68" "-2.06" "-0.065975" "-0.0198"
"TARA_079b" "2010-01-17" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "-3.535" "2.6975" "-0.0263" "0.02065"
"TARA_079b" "2010-01-18" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "0.3975" "-3.71" "0.000925" "-0.0145"
"TARA_079b" "2010-01-19" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "0.36" "-6.7075" "0.003475" "-0.07595"
"TARA_079b" "2010-01-20" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "7.23" "3.1125" "0.121575" "0.0553"
"TARA_079b" "2010-01-21" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "-4.8375" "-1.0975" "-0.0593" "-0.01365"
"TARA_079b" "2010-01-22" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "-0.39" "-2.8025" "-0.00425" "-0.0309"
"TARA_079b" "2010-01-23" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "-1.7425" "-1.685" "-0.011775" "-0.0096"
"TARA_079b" "2010-01-24" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "23.81325475" "55.3337440490723" "19.2974796295166" "0.216503538191319" "0.310915678739548" "4.14809632301331" "454.996994018555" "0.00310100009664893" NA "0.00426824996247888" "0.269142657518387" "0.444978311657906" "-5.805" "-1.04" "-0.05835" "-0.0093"
"TARA_079b" "2010-01-25" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-2.8325" "-2.73" "-0.025125" "-0.0248"
"TARA_079b" "2010-01-26" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-4.795" "-4.845" "-0.052575" "-0.0461"
"TARA_079b" "2010-01-27" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-2.4975" "-3.6175" "-0.02245" "-0.03125"
"TARA_079b" "2010-01-28" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-2.5975" "-4.885" "-0.032375" "-0.0571"
"TARA_079b" "2010-01-29" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-5.04" "-2.35" "-0.0447" "-0.01885"
"TARA_079b" "2010-01-30" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "1.6275" "-2" "0.006875" "-0.0104"
"TARA_079b" "2010-01-31" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-0.3125" "-5.9225" "-0.00235" "-0.09345"
"TARA_079b" "2010-02-01" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.4399485" "61.0657558441162" "15.2126264572144" "0.304913759231567" "0.50298947095871" "7.32707858085632" "512.813629150391" "0.00335040024947375" NA "0.00498536205850542" "0.342786088585854" "1.068628013134" "-3.2975" "2.3425" "-0.029725" "0.02175"
"TARA_079b" "2010-02-02" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.238113" "36.9786376953125" "11.6806573867798" "0.44851578772068" "0.65800267457962" "13.7763185501099" "1856.8564453125" "0.00331832352094352" NA "0.00533163547515869" "0.222953274846077" "0.67993551492691" "-4.4125" "-1.31" "-0.049075" "-0.0104"
"TARA_079b" "2010-02-03" "-35.5015" "-55.16345" "2010-11-26" NA NA NA NA "25.238113" "36.9786376953125" "11.6806573867798" "0.44851578772068" "0.65800267457962" "13.7763185501099" "1856.8564453125" "0.00331832352094352" NA "0.00533163547515869" "0.222953274846077" "0.67993551492691" "-6.2875" "-2.77" "-0.083" "-0.04465"
