"Name" "Date" "Latitude" "Longitude" "Date_Sampling" "Ice_Op" "Ice_Cl" "Ice_Dur" "Ice" "Temperature_MODIS (8D)" "PAR (8D)" "Euphotic layer (8D)" "KD490_Morel (8D)" "KD490_Lee (8D)" "Chlorophyll (8D)" "POC (8D)" "PIC (8D)" "PP (1D)" "BBP (8D)" "CDM (8D)" "TSM (8D)" "Northward_wind (v,1D)" "Eastward_wind (u,1D)" "Surface_downward_northward_stress (v,1D)" "Surface_downward_eastward_stress (u,1D)"
"TARA_185" "2013-01-01" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.999974489212036" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-02" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.999440840085348" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-03" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-04" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.934237496058146" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-05" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.65583057295531" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-06" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.662650821655989" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-07" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.710166536172231" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-08" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.814541084766388" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-09" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.830410192807515" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-10" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.813041708469391" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-11" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.901036626497904" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-12" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.904082622528076" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-13" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.988139359156291" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-14" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.972649869918823" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-15" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.980065439542135" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-16" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.985632449785868" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-17" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.978005584081014" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-18" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.971899437904358" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-19" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.978362345695496" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-20" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.973243487675985" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-21" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.992951440811157" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-22" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.972638006210327" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-23" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.905989034970601" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-24" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.949709656238556" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-25" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.972085717519124" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-26" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.989495615959167" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-27" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.97068058013916" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-28" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.979561452865601" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-29" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.984839062690735" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-30" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.992218607266744" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"TARA_185" "2013-01-31" "79.6753" "60.9018" "2013-08-11" "159" "300" "142" "0.976170608202616" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
